14417,5930,4025,3146,2149,1966,1123,1356,1153,1005,633,361,508,599,424,309,248,367,323,221,221,153,198,167,97,145,101,142,111,110,79,105,64,44,82,136,97,49,53,68,42,45,42,60,50,50,39,44,39,23,33,26,33,33,53,68,30,42,32,13,33,26,14,13,20,19,18,8,15,11,27,14,14,9,16,15,15,10,5,15,12,6,5,13,16,15,16,9,14,5,3,9,7,8,7,5,7,5,3,7,3,4,3,13,5,12,7,3,2,6,3,2,9,7,4,4,4,2,3,7,3,2,9,3,4,3,10,3,4,3,3,1,3,10,3,4,5,10,4,2,0,5,5,6,4,2,6,2,6,3,0,4,3,3,3,1,0,3,0,6,4,3,0,2,4,4,1,3,2,1,1,2,1,5,1,4,3,2,2,3,1,4,2,1,0,0,1,1,1,1,1,1,4,1,7,2,2,2,0,2,2,0,1,1,3,0,1,3,0,0,5,0,0,2,2,1,1,0,1,0,3,1,1,0,1,1,3,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,1,2,0,1,2,1,0,0,0,2,0,0,0
12855,5485,3162,2571,2086,1257,1316,1007,910,870,373,433,495,416,286,330,263,249,315,259,134,91,140,230,117,123,247,116,90,99,118,121,80,72,65,65,94,54,64,60,45,52,59,33,55,61,40,37,22,27,50,30,17,41,37,46,17,24,15,21,24,43,7,42,9,15,15,8,30,22,37,13,12,7,12,8,8,21,12,8,9,16,7,15,9,7,3,13,13,4,7,5,6,4,8,6,12,4,9,8,3,9,4,5,6,10,7,1,6,2,5,0,5,4,5,2,7,4,2,5,3,1,4,3,0,7,3,7,4,4,3,4,4,3,1,3,8,9,3,1,2,5,0,0,3,5,1,1,3,0,5,0,3,1,1,3,3,3,0,2,0,2,7,4,4,4,1,3,7,0,0,3,1,0,2,0,1,0,1,1,1,0,2,0,0,2,1,1,2,0,0,2,1,0,5,4,1,1,2,0,4,0,1,2,1,2,2,0,2,1,2,2,0,1,1,0,2,0,0,0,3,1,0,1,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,2,0,3,2,3,0,0,1,1,0,0,0,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
10413,5726,2786,2106,1770,1230,928,781,965,617,432,481,512,273,418,294,211,157,179,188,173,203,127,129,107,147,120,53,89,65,90,116,68,64,77,93,69,90,72,44,52,31,24,32,22,42,27,34,33,33,24,27,14,25,32,53,35,22,11,13,16,17,22,16,31,24,15,7,12,15,11,20,12,3,7,6,2,18,13,8,9,11,13,4,5,10,4,4,9,4,3,13,12,12,12,9,5,3,5,5,4,6,6,6,8,4,8,12,10,2,5,5,4,3,11,1,1,6,4,9,2,2,3,1,5,1,6,3,4,2,1,4,6,3,3,5,3,3,1,3,2,0,4,3,2,4,1,2,1,1,2,10,4,4,2,1,1,0,2,3,1,1,0,1,1,3,1,0,3,2,4,0,3,3,2,1,1,1,2,2,1,1,0,0,2,1,1,1,7,0,2,0,1,1,0,2,1,2,1,0,1,1,1,1,1,1,2,2,2,2,0,0,2,0,2,1,0,1,1,1,0,0,0,1,0,0,3,0,1,3,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,2,0,1,1,0,0,0,1,1,3,1,0,0,0,0,2,0,1,1,1,0,1,2,1,1,0,1,1,0,0,0,0,3,1,0,3,0,2,0,0,1,1,0,1,0,1
9661,3635,2494,1682,1820,1018,840,626,903,759,468,467,294,413,316,214,207,234,136,215,225,140,136,138,106,103,102,80,85,92,97,88,59,42,82,48,46,48,55,34,22,33,50,13,50,30,29,66,39,44,19,15,13,24,17,31,16,20,52,14,31,23,21,14,16,10,12,18,18,6,6,4,15,13,13,6,20,13,4,3,13,6,9,16,5,12,9,4,8,7,2,3,7,10,7,10,7,14,7,14,3,2,5,11,4,7,10,8,5,2,9,8,2,3,4,6,4,3,2,2,5,10,5,4,2,6,2,2,4,3,5,5,6,5,2,3,0,1,2,5,5,3,3,5,1,1,0,0,4,1,1,5,6,0,4,2,3,1,1,1,4,1,4,1,3,4,0,4,1,0,1,3,0,1,0,1,4,1,3,7,1,0,2,3,0,2,0,2,0,0,6,1,0,1,0,0,1,1,2,0,0,5,2,0,0,1,1,1,2,1,1,2,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,2,2,1,2,2,0,1,2,1,1,0,0,2,0,2,0,3,1,0,1,1,0,0,0,0,2,0,0,1
6870,4245,2254,1646,1305,1103,872,825,780,613,490,309,502,307,323,209,180,188,126,165,183,103,116,104,114,88,119,107,53,65,70,79,100,74,60,55,42,32,47,37,32,20,27,57,49,33,29,19,31,19,15,26,35,13,17,18,9,11,12,22,12,13,8,13,18,13,27,14,12,17,23,15,4,22,11,13,10,12,16,14,12,13,10,17,5,4,3,5,13,7,8,7,6,8,1,3,1,6,6,1,3,5,2,1,6,5,2,8,5,7,4,2,2,4,5,3,2,6,3,4,0,3,3,4,2,0,1,1,3,2,2,4,2,0,5,3,1,0,3,2,0,4,1,0,1,2,3,3,1,0,3,2,1,1,1,0,2,0,0,0,0,1,2,4,0,0,3,1,1,3,3,1,0,0,0,2,1,1,2,2,1,5,0,1,1,2,3,0,0,2,0,0,4,1,0,1,4,0,0,2,1,1,2,2,1,0,1,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,3,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,2
6680,4056,1805,1341,1239,984,724,530,496,453,349,329,259,206,205,156,137,183,164,161,130,78,299,107,98,57,80,97,28,43,83,61,52,69,35,51,31,31,34,43,23,40,30,25,28,57,25,44,56,35,46,11,25,21,15,32,14,17,6,11,7,18,4,22,9,9,11,11,16,22,8,8,10,18,9,14,6,8,10,10,18,11,5,7,12,5,8,10,3,8,0,7,7,10,3,4,4,3,6,4,7,5,6,4,2,2,3,3,3,8,11,2,3,3,0,3,4,0,1,0,0,1,3,3,0,7,7,3,2,3,4,2,5,2,2,4,3,0,6,3,3,1,1,1,1,0,0,4,3,5,4,0,2,3,1,0,4,3,5,0,0,2,2,4,0,1,2,3,1,2,3,3,1,2,0,2,0,1,1,2,5,2,0,0,2,3,0,2,0,0,3,3,0,1,0,0,0,0,1,1,1,2,0,1,1,1,0,1,3,0,1,1,1,0,1,2,1,1,0,0,0,0,2,0,1,1,1,0,1,0,0,1,1,2,0,0,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,3,0,1,2,1,0,0,0,0,0,0,0,2,0,1,0,3,1,1,1,2,1,0,0,0,0,0,2,1,0
7061,2556,2350,1262,1141,890,649,487,574,363,267,254,240,226,175,155,91,101,110,128,131,97,102,98,79,49,50,68,72,68,50,35,31,71,30,22,47,49,52,36,61,27,32,22,15,16,27,15,14,14,34,9,28,12,26,15,42,23,26,10,15,19,22,10,15,21,14,16,14,11,4,6,8,11,2,5,9,4,13,11,7,10,12,7,9,1,3,1,10,17,6,7,3,9,4,6,6,2,3,8,3,7,7,2,3,4,6,3,2,5,5,4,0,4,2,1,0,4,4,0,2,3,4,0,2,0,4,3,2,0,4,0,2,3,1,6,3,1,2,1,6,0,3,0,2,1,1,3,1,5,0,6,3,1,4,3,3,0,2,2,0,3,0,1,2,1,4,4,0,6,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,2,2,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,2,1,1,2,2,2,0,0,0,2,0,1,1,2,2,1,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0
5565,3105,1927,1013,1172,657,422,679,633,381,353,280,243,292,191,155,114,176,147,191,214,62,109,81,91,81,79,49,65,44,62,44,29,35,54,49,39,23,26,32,16,43,17,33,22,15,15,21,26,19,16,6,7,4,21,11,3,5,19,22,12,8,13,23,6,5,14,13,6,5,15,8,5,21,11,7,7,5,4,8,5,8,2,12,9,2,5,17,0,3,10,6,5,1,6,1,2,2,9,9,7,9,7,2,8,1,7,2,4,4,1,1,6,3,0,1,0,1,3,3,3,2,2,7,0,4,4,1,0,3,0,0,1,1,0,0,1,1,2,1,2,2,4,0,2,0,2,1,0,0,3,1,2,1,2,1,1,3,2,2,1,0,6,1,1,2,1,2,1,1,0,1,2,2,2,0,0,1,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,2,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5267,2576,2110,997,962,510,373,506,396,338,298,301,163,126,172,133,114,143,89,96,87,89,64,77,77,72,77,79,57,47,71,34,52,34,68,37,42,26,31,14,37,30,14,18,14,22,27,24,9,41,25,14,21,16,11,7,9,23,9,6,12,8,6,8,9,0,12,5,5,6,4,3,4,8,2,7,5,5,5,1,3,4,5,7,6,2,8,5,3,9,5,1,6,3,2,7,1,6,1,3,5,3,3,1,2,2,2,1,0,1,3,3,3,2,0,2,3,2,2,7,0,0,1,7,0,0,2,0,2,1,0,4,3,4,0,1,4,4,2,1,1,1,1,2,1,0,3,2,3,2,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,2,0,1,0,0,0,3,3,0,0,0,2,2,1,2,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,4,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0
5252,2327,1187,920,703,564,311,375,442,313,188,228,177,223,166,170,117,147,124,88,135,67,80,117,59,60,38,60,87,46,44,29,33,58,26,26,37,11,43,19,22,30,29,28,23,13,14,32,10,11,20,8,25,12,13,14,18,19,18,16,10,4,16,4,9,13,7,3,16,7,8,5,6,9,5,1,4,9,2,6,6,6,1,9,6,1,1,1,3,6,1,0,3,3,7,6,2,2,4,0,13,4,0,3,0,7,4,7,1,1,4,5,4,2,6,3,3,1,2,3,3,1,1,3,0,2,2,0,4,0,4,1,0,0,0,0,0,2,0,3,2,3,2,2,0,3,0,3,2,1,0,1,2,2,3,0,0,1,0,4,2,1,3,1,1,0,1,0,0,3,1,1,3,2,2,0,4,1,2,0,0,0,1,0,1,2,1,0,0,0,3,0,0,1,2,3,0,1,0,1,0,3,1,0,0,0,1,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0
4007,2153,1390,1001,624,606,373,428,458,288,229,167,210,191,167,157,125,169,95,150,56,70,145,55,85,43,46,51,59,32,35,36,14,26,32,18,49,12,19,15,24,28,42,27,13,19,29,16,29,12,21,8,25,10,20,5,14,7,13,26,10,11,5,6,16,0,13,11,5,5,6,8,0,12,7,6,16,6,6,3,8,8,6,6,0,8,3,5,4,1,18,1,2,5,7,4,2,2,5,0,3,2,3,6,6,3,4,2,2,1,1,0,1,2,3,2,2,4,5,5,3,4,0,0,2,1,1,0,0,3,1,2,4,2,0,6,2,0,4,0,0,1,1,1,2,0,2,2,4,2,0,1,3,1,1,0,0,0,0,2,0,1,1,1,2,1,2,1,1,0,0,0,3,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,2,1,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,0
4192,2039,1381,900,760,535,359,313,381,203,166,115,201,164,160,88,123,63,77,55,77,51,95,55,33,43,33,41,29,27,28,60,41,27,36,25,12,29,23,15,14,27,16,15,10,26,11,12,14,28,12,9,19,11,6,11,5,9,5,6,5,9,5,13,12,24,12,9,10,5,4,20,2,10,7,17,5,4,11,8,15,1,3,1,3,3,3,5,2,2,0,6,0,7,7,5,2,0,1,3,1,1,2,2,0,2,2,3,2,3,4,1,0,6,0,0,3,3,0,2,2,2,4,0,0,5,3,4,2,2,0,4,0,0,2,0,0,3,4,0,2,0,2,2,1,4,3,4,0,1,2,3,0,1,2,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,0,2,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1
3180,1931,1174,934,504,409,392,277,365,286,187,163,161,196,117,198,122,122,60,97,130,63,56,83,35,37,52,33,31,28,35,17,22,22,66,19,35,37,31,30,35,16,11,20,13,14,11,18,22,10,16,6,12,8,21,4,12,18,8,5,5,7,5,10,8,25,1,8,8,7,5,16,4,8,4,8,5,6,2,11,3,6,4,5,13,3,2,4,2,0,1,4,9,7,2,3,0,2,5,2,7,3,2,5,0,3,11,0,0,1,3,5,2,3,1,2,4,7,1,1,1,1,2,2,5,3,0,2,0,1,0,3,1,2,7,1,1,0,1,0,2,1,1,1,3,0,0,2,0,5,0,0,0,1,0,0,0,2,0,0,1,2,0,0,3,0,0,1,1,2,1,0,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,1,1,2,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1
